year,PCOUNTY,agecat,count
2012,LOS ANGELES,11. 19 Years Old,145
2012,LOS ANGELES,08. 16 Years Old,13
2012,LOS ANGELES,09. 17 Years Old,24
2012,LOS ANGELES,10. 18 Years Old,31
2012,LOS ANGELES,11. 19 Years Old,42
2012,LOS ANGELES,11. 19 Years Old,25
2012,LOS ANGELES,08. 16 Years Old,20
2012,LOS ANGELES,09. 17 Years Old,33
2012,LOS ANGELES,10. 18 Years Old,36
2012,LOS ANGELES,11. 19 Years Old,74
2012,LOS ANGELES,08. 16 Years Old,12
2012,LOS ANGELES,09. 17 Years Old,25
2012,LOS ANGELES,10. 18 Years Old,33
2012,LOS ANGELES,11. 19 Years Old,42
2012,LOS ANGELES,08. 16 Years Old,18
2012,LOS ANGELES,09. 17 Years Old,22
2012,LOS ANGELES,10. 18 Years Old,46
2012,LOS ANGELES,11. 19 Years Old,57
2012,LOS ANGELES,07. 15 Years Old,15
2012,LOS ANGELES,08. 16 Years Old,18
2012,LOS ANGELES,09. 17 Years Old,39
2012,LOS ANGELES,10. 18 Years Old,68
2012,LOS ANGELES,11. 19 Years Old,93
2012,LOS ANGELES,10. 18 Years Old,15
2012,LOS ANGELES,11. 19 Years Old,17
2012,LOS ANGELES,10. 18 Years Old,16
2012,LOS ANGELES,11. 19 Years Old,15
2012,LOS ANGELES,07. 15 Years Old,22
2012,LOS ANGELES,08. 16 Years Old,37
2012,LOS ANGELES,09. 17 Years Old,64
2012,LOS ANGELES,10. 18 Years Old,116
2012,LOS ANGELES,11. 19 Years Old,154
2012,LOS ANGELES,08. 16 Years Old,12
2012,LOS ANGELES,09. 17 Years Old,17
2012,LOS ANGELES,10. 18 Years Old,36
2012,LOS ANGELES,11. 19 Years Old,41
2012,LOS ANGELES,09. 17 Years Old,16
2012,LOS ANGELES,10. 18 Years Old,36
2012,LOS ANGELES,11. 19 Years Old,46
2012,LOS ANGELES,08. 16 Years Old,20
2012,LOS ANGELES,09. 17 Years Old,29
2012,LOS ANGELES,10. 18 Years Old,63
2012,LOS ANGELES,11. 19 Years Old,92
2012,LOS ANGELES,09. 17 Years Old,25
2012,LOS ANGELES,10. 18 Years Old,33
2012,LOS ANGELES,11. 19 Years Old,41
2012,LOS ANGELES,09. 17 Years Old,22
2012,LOS ANGELES,10. 18 Years Old,26
2012,LOS ANGELES,11. 19 Years Old,21
2012,LOS ANGELES,09. 17 Years Old,16
2012,LOS ANGELES,10. 18 Years Old,31
2012,LOS ANGELES,11. 19 Years Old,40
2012,LOS ANGELES,09. 17 Years Old,17
2012,LOS ANGELES,10. 18 Years Old,27
2012,LOS ANGELES,11. 19 Years Old,33
2012,LOS ANGELES,11. 19 Years Old,14
2012,LOS ANGELES,08. 16 Years Old,11
2012,LOS ANGELES,09. 17 Years Old,17
2012,LOS ANGELES,10. 18 Years Old,26
2012,LOS ANGELES,11. 19 Years Old,51
2012,LOS ANGELES,09. 17 Years Old,12
2012,LOS ANGELES,10. 18 Years Old,31
2012,LOS ANGELES,11. 19 Years Old,27
2012,LOS ANGELES,08. 16 Years Old,31
2012,LOS ANGELES,09. 17 Years Old,37
2012,LOS ANGELES,10. 18 Years Old,47
2012,LOS ANGELES,11. 19 Years Old,74
2012,LOS ANGELES,11. 19 Years Old,16
2012,LOS ANGELES,08. 16 Years Old,18
2012,LOS ANGELES,09. 17 Years Old,31
2012,LOS ANGELES,10. 18 Years Old,40
2012,LOS ANGELES,11. 19 Years Old,46
2012,LOS ANGELES,10. 18 Years Old,14
2012,LOS ANGELES,11. 19 Years Old,27
2012,LOS ANGELES,08. 16 Years Old,26
2012,LOS ANGELES,09. 17 Years Old,46
2012,LOS ANGELES,10. 18 Years Old,56
2012,LOS ANGELES,11. 19 Years Old,85
2012,LOS ANGELES,08. 16 Years Old,12
2012,LOS ANGELES,09. 17 Years Old,12
2012,LOS ANGELES,10. 18 Years Old,18
2012,LOS ANGELES,11. 19 Years Old,37
2012,LOS ANGELES,08. 16 Years Old,30
2012,LOS ANGELES,09. 17 Years Old,36
2012,LOS ANGELES,10. 18 Years Old,66
2012,LOS ANGELES,11. 19 Years Old,116
2012,LOS ANGELES,10. 18 Years Old,16
2012,LOS ANGELES,11. 19 Years Old,15
2012,LOS ANGELES,09. 17 Years Old,13
2012,LOS ANGELES,10. 18 Years Old,41
2012,LOS ANGELES,11. 19 Years Old,55
2012,LOS ANGELES,08. 16 Years Old,21
2012,LOS ANGELES,09. 17 Years Old,50
2012,LOS ANGELES,10. 18 Years Old,64
2012,LOS ANGELES,11. 19 Years Old,91
2012,RIVERSIDE,10. 18 Years Old,11
2012,RIVERSIDE,11. 19 Years Old,12
2012,SAN BERNARDINO,07. 15 Years Old,16
2012,SAN BERNARDINO,08. 16 Years Old,37
2012,SAN BERNARDINO,09. 17 Years Old,63
2012,SAN BERNARDINO,10. 18 Years Old,107
2012,SAN BERNARDINO,11. 19 Years Old,184
2012,LOS ANGELES,08. 16 Years Old,15
2012,LOS ANGELES,09. 17 Years Old,16
2012,LOS ANGELES,10. 18 Years Old,39
2012,LOS ANGELES,11. 19 Years Old,72
2012,LOS ANGELES,08. 16 Years Old,18
2012,LOS ANGELES,09. 17 Years Old,33
2012,LOS ANGELES,10. 18 Years Old,49
2012,LOS ANGELES,11. 19 Years Old,107
2012,LOS ANGELES,10. 18 Years Old,16
2012,LOS ANGELES,11. 19 Years Old,29
2012,LOS ANGELES,09. 17 Years Old,12
2012,LOS ANGELES,10. 18 Years Old,30
2012,LOS ANGELES,11. 19 Years Old,46
2012,LOS ANGELES,09. 17 Years Old,16
2012,LOS ANGELES,10. 18 Years Old,24
2012,LOS ANGELES,11. 19 Years Old,30
2012,LOS ANGELES,08. 16 Years Old,14
2012,LOS ANGELES,09. 17 Years Old,11
2012,LOS ANGELES,10. 18 Years Old,31
2012,LOS ANGELES,11. 19 Years Old,38
2012,LOS ANGELES,10. 18 Years Old,11
2012,LOS ANGELES,11. 19 Years Old,11
2012,LOS ANGELES,09. 17 Years Old,15
2012,LOS ANGELES,10. 18 Years Old,19
2012,LOS ANGELES,11. 19 Years Old,39
2012,LOS ANGELES,07. 15 Years Old,25
2012,LOS ANGELES,08. 16 Years Old,70
2012,LOS ANGELES,09. 17 Years Old,115
2012,LOS ANGELES,10. 18 Years Old,170
2012,LOS ANGELES,11. 19 Years Old,274
2012,LOS ANGELES,07. 15 Years Old,12
2012,LOS ANGELES,08. 16 Years Old,36
2012,LOS ANGELES,09. 17 Years Old,66
2012,LOS ANGELES,10. 18 Years Old,75
2012,LOS ANGELES,11. 19 Years Old,172
2012,LOS ANGELES,09. 17 Years Old,16
2012,LOS ANGELES,10. 18 Years Old,25
2012,LOS ANGELES,11. 19 Years Old,36
2012,LOS ANGELES,07. 15 Years Old,15
2012,LOS ANGELES,08. 16 Years Old,57
2012,LOS ANGELES,09. 17 Years Old,86
2012,LOS ANGELES,10. 18 Years Old,112
2012,LOS ANGELES,11. 19 Years Old,161
2012,LOS ANGELES,07. 15 Years Old,24
2012,LOS ANGELES,08. 16 Years Old,46
2012,LOS ANGELES,09. 17 Years Old,85
2012,LOS ANGELES,10. 18 Years Old,118
2012,LOS ANGELES,11. 19 Years Old,175
2012,LOS ANGELES,08. 16 Years Old,18
2012,LOS ANGELES,09. 17 Years Old,24
2012,LOS ANGELES,10. 18 Years Old,47
2012,LOS ANGELES,11. 19 Years Old,70
2012,VENTURA,08. 16 Years Old,14
2012,VENTURA,09. 17 Years Old,37
2012,VENTURA,10. 18 Years Old,42
2012,VENTURA,11. 19 Years Old,48
2012,SAN LUIS OBISP,11. 19 Years Old,14
2012,SANTA BARBARA,11. 19 Years Old,25
2012,VENTURA,11. 19 Years Old,25
2012,SANTA BARBARA,08. 16 Years Old,22
2012,SANTA BARBARA,09. 17 Years Old,58
2012,SANTA BARBARA,10. 18 Years Old,63
2012,SANTA BARBARA,11. 19 Years Old,132
2012,SANTA BARBARA,08. 16 Years Old,16
2012,SANTA BARBARA,09. 17 Years Old,23
2012,SANTA BARBARA,10. 18 Years Old,26
2012,SANTA BARBARA,11. 19 Years Old,59
2012,SAN LUIS OBISP,10. 18 Years Old,15
2012,SAN LUIS OBISP,11. 19 Years Old,26
2012,VENTURA,07. 15 Years Old,11
2012,VENTURA,08. 16 Years Old,21
2012,VENTURA,09. 17 Years Old,42
2012,VENTURA,10. 18 Years Old,71
2012,VENTURA,11. 19 Years Old,100
2012,SAN LUIS OBISP,09. 17 Years Old,11
2012,SAN LUIS OBISP,10. 18 Years Old,20
2012,SAN LUIS OBISP,11. 19 Years Old,17
2012,VENTURA,08. 16 Years Old,25
2012,VENTURA,09. 17 Years Old,40
2012,VENTURA,10. 18 Years Old,69
2012,VENTURA,11. 19 Years Old,104
2012,ORANGE,08. 16 Years Old,24
2012,ORANGE,09. 17 Years Old,43
2012,ORANGE,10. 18 Years Old,47
2012,ORANGE,11. 19 Years Old,79
2012,ORANGE,08. 16 Years Old,23
2012,ORANGE,09. 17 Years Old,28
2012,ORANGE,10. 18 Years Old,44
2012,ORANGE,11. 19 Years Old,60
2012,ORANGE,07. 15 Years Old,13
2012,ORANGE,08. 16 Years Old,26
2012,ORANGE,09. 17 Years Old,33
2012,ORANGE,10. 18 Years Old,61
2012,ORANGE,11. 19 Years Old,90
2012,ORANGE,08. 16 Years Old,19
2012,ORANGE,09. 17 Years Old,19
2012,ORANGE,10. 18 Years Old,32
2012,ORANGE,11. 19 Years Old,70
2012,ORANGE,10. 18 Years Old,13
2012,ORANGE,11. 19 Years Old,32
2012,ORANGE,08. 16 Years Old,12
2012,ORANGE,09. 17 Years Old,36
2012,ORANGE,10. 18 Years Old,46
2012,ORANGE,11. 19 Years Old,53
2012,LOS ANGELES,10. 18 Years Old,21
2012,LOS ANGELES,11. 19 Years Old,15
2012,ORANGE,08. 16 Years Old,19
2012,ORANGE,09. 17 Years Old,21
2012,ORANGE,10. 18 Years Old,39
2012,ORANGE,11. 19 Years Old,61
2012,ORANGE,10. 18 Years Old,15
2012,ORANGE,11. 19 Years Old,24
2012,ORANGE,07. 15 Years Old,13
2012,ORANGE,08. 16 Years Old,25
2012,ORANGE,09. 17 Years Old,28
2012,ORANGE,10. 18 Years Old,71
2012,ORANGE,11. 19 Years Old,82
2012,ORANGE,09. 17 Years Old,16
2012,ORANGE,10. 18 Years Old,34
2012,ORANGE,11. 19 Years Old,41
2012,ORANGE,07. 15 Years Old,11
2012,ORANGE,08. 16 Years Old,28
2012,ORANGE,09. 17 Years Old,62
2012,ORANGE,10. 18 Years Old,128
2012,ORANGE,11. 19 Years Old,144
2012,ORANGE,11. 19 Years Old,19
2012,ORANGE,09. 17 Years Old,13
2012,ORANGE,10. 18 Years Old,24
2012,ORANGE,11. 19 Years Old,57
2012,LASSEN,11. 19 Years Old,16
2012,EL DORADO,11. 19 Years Old,12
2012,SAN JOAQUIN,08. 16 Years Old,12
2012,SAN JOAQUIN,09. 17 Years Old,30
2012,SAN JOAQUIN,10. 18 Years Old,25
2012,SAN JOAQUIN,11. 19 Years Old,55
2012,SAN JOAQUIN,10. 18 Years Old,14
2012,SAN JOAQUIN,11. 19 Years Old,21
2012,BUTTE,10. 18 Years Old,17
2012,BUTTE,11. 19 Years Old,35
2012,NW,11. 19 Years Old,16
2012,BUTTE,09. 17 Years Old,11
2012,BUTTE,10. 18 Years Old,20
2012,BUTTE,11. 19 Years Old,32
2012,SAN JOAQUIN,09. 17 Years Old,14
2012,SAN JOAQUIN,10. 18 Years Old,21
2012,SAN JOAQUIN,11. 19 Years Old,24
2012,STANISLAUS,09. 17 Years Old,11
2012,STANISLAUS,10. 18 Years Old,18
2012,STANISLAUS,11. 19 Years Old,18
2012,PLACER,10. 18 Years Old,12
2012,SACRAMENTO,08. 16 Years Old,18
2012,SACRAMENTO,10. 18 Years Old,46
2012,SACRAMENTO,11. 19 Years Old,62
2012,SACRAMENTO,08. 16 Years Old,13
2012,SACRAMENTO,09. 17 Years Old,26
2012,SACRAMENTO,10. 18 Years Old,41
2012,SACRAMENTO,11. 19 Years Old,53
2012,SAN JOAQUIN,10. 18 Years Old,17
2012,SAN JOAQUIN,11. 19 Years Old,23
2012,EL DORADO,10. 18 Years Old,12
2012,EL DORADO,11. 19 Years Old,12
2012,SACRAMENTO,08. 16 Years Old,18
2012,SACRAMENTO,09. 17 Years Old,44
2012,SACRAMENTO,10. 18 Years Old,66
2012,SACRAMENTO,11. 19 Years Old,111
2012,SHASTA,08. 16 Years Old,11
2012,SHASTA,09. 17 Years Old,21
2012,SHASTA,10. 18 Years Old,37
2012,SHASTA,11. 19 Years Old,66
2012,SACRAMENTO,09. 17 Years Old,22
2012,SACRAMENTO,10. 18 Years Old,37
2012,SACRAMENTO,11. 19 Years Old,58
2012,SACRAMENTO,09. 17 Years Old,27
2012,SACRAMENTO,10. 18 Years Old,41
2012,SACRAMENTO,11. 19 Years Old,58
2012,BUTTE,10. 18 Years Old,11
2012,BUTTE,11. 19 Years Old,27
2012,SUTTER,08. 16 Years Old,11
2012,SUTTER,09. 17 Years Old,15
2012,SUTTER,10. 18 Years Old,18
2012,SUTTER,11. 19 Years Old,51
2012,YUBA,09. 17 Years Old,12
2012,YUBA,10. 18 Years Old,29
2012,YUBA,11. 19 Years Old,25
2012,SAN JOAQUIN,07. 15 Years Old,11
2012,SAN JOAQUIN,08. 16 Years Old,21
2012,SAN JOAQUIN,09. 17 Years Old,30
2012,SAN JOAQUIN,10. 18 Years Old,75
2012,SAN JOAQUIN,11. 19 Years Old,91
2012,NEVADA,11. 19 Years Old,11
2012,TEHAMA,10. 18 Years Old,13
2012,TEHAMA,11. 19 Years Old,31
2012,SAN JOAQUIN,07. 15 Years Old,11
2012,SAN JOAQUIN,08. 16 Years Old,18
2012,SAN JOAQUIN,09. 17 Years Old,51
2012,SAN JOAQUIN,10. 18 Years Old,84
2012,SAN JOAQUIN,11. 19 Years Old,110
2012,SACRAMENTO,08. 16 Years Old,27
2012,SACRAMENTO,09. 17 Years Old,61
2012,SACRAMENTO,10. 18 Years Old,110
2012,SACRAMENTO,11. 19 Years Old,170
2012,PLACER,10. 18 Years Old,18
2012,PLACER,11. 19 Years Old,27
2012,SACRAMENTO,11. 19 Years Old,15
2012,SAN JOAQUIN,11. 19 Years Old,12
2012,SACRAMENTO,09. 17 Years Old,12
2012,SACRAMENTO,10. 18 Years Old,20
2012,SACRAMENTO,11. 19 Years Old,32
2012,YOLO,10. 18 Years Old,15
2012,YOLO,11. 19 Years Old,15
2012,YOLO,10. 18 Years Old,13
2012,YOLO,11. 19 Years Old,27
2012,IMPERIAL,09. 17 Years Old,18
2012,IMPERIAL,10. 18 Years Old,29
2012,IMPERIAL,11. 19 Years Old,36
2012,SAN DIEGO,11. 19 Years Old,15
2012,SAN DIEGO,08. 16 Years Old,15
2012,SAN DIEGO,09. 17 Years Old,43
2012,SAN DIEGO,10. 18 Years Old,91
2012,SAN DIEGO,11. 19 Years Old,119
2012,SAN DIEGO,08. 16 Years Old,11
2012,SAN DIEGO,09. 17 Years Old,28
2012,SAN DIEGO,10. 18 Years Old,59
2012,SAN DIEGO,11. 19 Years Old,72
2012,SAN DIEGO,08. 16 Years Old,36
2012,SAN DIEGO,09. 17 Years Old,48
2012,SAN DIEGO,10. 18 Years Old,82
2012,SAN DIEGO,11. 19 Years Old,133
2012,SAN DIEGO,09. 17 Years Old,12
2012,SAN DIEGO,10. 18 Years Old,20
2012,SAN DIEGO,11. 19 Years Old,22
2012,IMPERIAL,08. 16 Years Old,19
2012,IMPERIAL,09. 17 Years Old,40
2012,IMPERIAL,10. 18 Years Old,57
2012,IMPERIAL,11. 19 Years Old,92
2012,SAN DIEGO,11. 19 Years Old,11
2012,SAN DIEGO,07. 15 Years Old,15
2012,SAN DIEGO,08. 16 Years Old,47
2012,SAN DIEGO,09. 17 Years Old,81
2012,SAN DIEGO,10. 18 Years Old,143
2012,SAN DIEGO,11. 19 Years Old,203
2012,SAN DIEGO,08. 16 Years Old,27
2012,SAN DIEGO,09. 17 Years Old,37
2012,SAN DIEGO,10. 18 Years Old,60
2012,SAN DIEGO,11. 19 Years Old,110
2012,SAN DIEGO,08. 16 Years Old,24
2012,SAN DIEGO,09. 17 Years Old,52
2012,SAN DIEGO,10. 18 Years Old,99
2012,SAN DIEGO,11. 19 Years Old,151
2012,SAN DIEGO,07. 15 Years Old,12
2012,SAN DIEGO,08. 16 Years Old,19
2012,SAN DIEGO,09. 17 Years Old,57
2012,SAN DIEGO,10. 18 Years Old,84
2012,SAN DIEGO,11. 19 Years Old,91
2012,SAN DIEGO,09. 17 Years Old,14
2012,SAN DIEGO,10. 18 Years Old,27
2012,SAN DIEGO,11. 19 Years Old,38
2013,ALAMEDA,08. 16 Years Old,11
2013,ALAMEDA,09. 17 Years Old,41
2013,ALAMEDA,10. 18 Years Old,71
2013,ALAMEDA,11. 19 Years Old,113
2013,CONTRA COSTA,09. 17 Years Old,13
2013,CONTRA COSTA,10. 18 Years Old,18
2013,CONTRA COSTA,11. 19 Years Old,44
2013,SAN FRANCISCO,10. 18 Years Old,14
2013,SAN FRANCISCO,11. 19 Years Old,16
2013,MONTEREY,11. 19 Years Old,11
2013,CONTRA COSTA,09. 17 Years Old,30
2013,CONTRA COSTA,10. 18 Years Old,48
2013,CONTRA COSTA,11. 19 Years Old,70
2013,SANTA CRUZ,10. 18 Years Old,11
2013,SANTA CRUZ,11. 19 Years Old,18
2013,ALAMEDA,10. 18 Years Old,13
2013,ALAMEDA,11. 19 Years Old,31
2013,SANTA CLARA,10. 18 Years Old,12
2013,SANTA CLARA,11. 19 Years Old,16
2013,MONTEREY,09. 17 Years Old,11
2013,MONTEREY,10. 18 Years Old,15
2013,MONTEREY,11. 19 Years Old,27
2013,SONOMA,11. 19 Years Old,12
2013,SANTA CLARA,11. 19 Years Old,21
2013,SAN BENITO,11. 19 Years Old,19
2013,ALAMEDA,09. 17 Years Old,11
2013,ALAMEDA,10. 18 Years Old,23
2013,ALAMEDA,11. 19 Years Old,29
2013,CONTRA COSTA,10. 18 Years Old,11
2013,CONTRA COSTA,11. 19 Years Old,16
2013,CONTRA COSTA,09. 17 Years Old,13
2013,CONTRA COSTA,10. 18 Years Old,19
2013,CONTRA COSTA,11. 19 Years Old,25
2013,ALAMEDA,09. 17 Years Old,12
2013,ALAMEDA,10. 18 Years Old,38
2013,ALAMEDA,11. 19 Years Old,41
2013,ALAMEDA,10. 18 Years Old,15
2013,ALAMEDA,11. 19 Years Old,20
2013,NAPA,10. 18 Years Old,11
2013,SOLANO,10. 18 Years Old,25
2013,SOLANO,11. 19 Years Old,39
2013,SANTA CLARA,10. 18 Years Old,19
2013,SANTA CLARA,11. 19 Years Old,37
2013,SANTA CLARA,11. 19 Years Old,27
2013,SONOMA,11. 19 Years Old,14
2013,CONTRA COSTA,11. 19 Years Old,14
2013,SAN MATEO,08. 16 Years Old,11
2013,SAN MATEO,09. 17 Years Old,18
2013,SAN MATEO,10. 18 Years Old,25
2013,SAN MATEO,11. 19 Years Old,47
2013,SANTA CLARA,10. 18 Years Old,29
2013,SANTA CLARA,11. 19 Years Old,24
2013,HUMBOLDT,10. 18 Years Old,12
2013,HUMBOLDT,11. 19 Years Old,13
2013,MARIN,11. 19 Years Old,17
2013,SAN MATEO,10. 18 Years Old,11
2013,MONTEREY,08. 16 Years Old,25
2013,MONTEREY,09. 17 Years Old,45
2013,MONTEREY,10. 18 Years Old,70
2013,MONTEREY,11. 19 Years Old,120
2013,SOLANO,09. 17 Years Old,15
2013,SOLANO,10. 18 Years Old,26
2013,SOLANO,11. 19 Years Old,44
2013,SANTA CLARA,08. 16 Years Old,18
2013,SANTA CLARA,09. 17 Years Old,26
2013,SANTA CLARA,10. 18 Years Old,56
2013,SANTA CLARA,11. 19 Years Old,85
2013,NAPA,11. 19 Years Old,28
2013,MONTEREY,08. 16 Years Old,17
2013,MONTEREY,09. 17 Years Old,25
2013,MONTEREY,10. 18 Years Old,29
2013,MONTEREY,11. 19 Years Old,53
2013,SAN FRANCISCO,10. 18 Years Old,21
2013,SAN FRANCISCO,11. 19 Years Old,23
2013,SANTA CLARA,07. 15 Years Old,16
2013,SANTA CLARA,08. 16 Years Old,23
2013,SANTA CLARA,09. 17 Years Old,42
2013,SANTA CLARA,10. 18 Years Old,74
2013,SANTA CLARA,11. 19 Years Old,127
2013,SONOMA,11. 19 Years Old,19
2013,SAN MATEO,11. 19 Years Old,17
2013,HUMBOLDT,10. 18 Years Old,12
2013,HUMBOLDT,11. 19 Years Old,21
2013,SANTA CLARA,11. 19 Years Old,23
2013,ALAMEDA,10. 18 Years Old,17
2013,ALAMEDA,11. 19 Years Old,31
2013,NW,10. 18 Years Old,13
2013,CONTRA COSTA,10. 18 Years Old,14
2013,CONTRA COSTA,11. 19 Years Old,34
2013,LAKE,11. 19 Years Old,15
2013,SONOMA,09. 17 Years Old,14
2013,SONOMA,10. 18 Years Old,25
2013,SONOMA,11. 19 Years Old,48
2013,SOLANO,10. 18 Years Old,13
2013,SOLANO,11. 19 Years Old,27
2013,SAN FRANCISCO,11. 19 Years Old,13
2013,MENDOCINO,08. 16 Years Old,11
2013,MENDOCINO,10. 18 Years Old,19
2013,MENDOCINO,11. 19 Years Old,25
2013,ALAMEDA,10. 18 Years Old,11
2013,ALAMEDA,11. 19 Years Old,16
2013,SANTA CRUZ,08. 16 Years Old,15
2013,SANTA CRUZ,09. 17 Years Old,22
2013,SANTA CRUZ,10. 18 Years Old,46
2013,SANTA CRUZ,11. 19 Years Old,46
2013,FRESNO,08. 16 Years Old,11
2013,FRESNO,09. 17 Years Old,24
2013,FRESNO,10. 18 Years Old,16
2013,FRESNO,11. 19 Years Old,30
2013,FRESNO,08. 16 Years Old,12
2013,FRESNO,09. 17 Years Old,15
2013,FRESNO,10. 18 Years Old,17
2013,FRESNO,11. 19 Years Old,37
2013,TULARE,11. 19 Years Old,16
2013,KERN,07. 15 Years Old,21
2013,KERN,08. 16 Years Old,33
2013,KERN,09. 17 Years Old,73
2013,KERN,10. 18 Years Old,116
2013,KERN,11. 19 Years Old,205
2013,FRESNO,10. 18 Years Old,11
2013,FRESNO,11. 19 Years Old,28
2013,KINGS,08. 16 Years Old,11
2013,KINGS,09. 17 Years Old,30
2013,KINGS,10. 18 Years Old,49
2013,KINGS,11. 19 Years Old,71
2013,FRESNO,09. 17 Years Old,38
2013,FRESNO,10. 18 Years Old,48
2013,FRESNO,11. 19 Years Old,71
2013,FRESNO,07. 15 Years Old,38
2013,FRESNO,08. 16 Years Old,68
2013,FRESNO,09. 17 Years Old,133
2013,FRESNO,10. 18 Years Old,200
2013,FRESNO,11. 19 Years Old,287
2013,KERN,08. 16 Years Old,12
2013,KERN,09. 17 Years Old,26
2013,KERN,10. 18 Years Old,32
2013,KERN,11. 19 Years Old,39
2013,STANISLAUS,07. 15 Years Old,12
2013,STANISLAUS,08. 16 Years Old,24
2013,STANISLAUS,09. 17 Years Old,65
2013,STANISLAUS,10. 18 Years Old,124
2013,STANISLAUS,11. 19 Years Old,134
2013,MERCED,11. 19 Years Old,16
2013,STANISLAUS,08. 16 Years Old,11
2013,STANISLAUS,09. 17 Years Old,11
2013,STANISLAUS,10. 18 Years Old,12
2013,STANISLAUS,11. 19 Years Old,30
2013,FRESNO,09. 17 Years Old,11
2013,FRESNO,10. 18 Years Old,12
2013,FRESNO,11. 19 Years Old,21
2013,TULARE,07. 15 Years Old,17
2013,TULARE,08. 16 Years Old,32
2013,TULARE,09. 17 Years Old,75
2013,TULARE,10. 18 Years Old,97
2013,TULARE,11. 19 Years Old,163
2013,KERN,07. 15 Years Old,23
2013,KERN,08. 16 Years Old,44
2013,KERN,09. 17 Years Old,54
2013,KERN,10. 18 Years Old,109
2013,KERN,11. 19 Years Old,154
2013,MADERA,08. 16 Years Old,16
2013,MADERA,09. 17 Years Old,18
2013,MADERA,10. 18 Years Old,63
2013,MADERA,11. 19 Years Old,78
2013,MERCED,09. 17 Years Old,15
2013,MERCED,10. 18 Years Old,29
2013,MERCED,11. 19 Years Old,30
2013,STANISLAUS,10. 18 Years Old,30
2013,STANISLAUS,11. 19 Years Old,37
2013,KERN,08. 16 Years Old,13
2013,KERN,09. 17 Years Old,22
2013,KERN,10. 18 Years Old,31
2013,KERN,11. 19 Years Old,71
2013,MERCED,07. 15 Years Old,11
2013,MERCED,08. 16 Years Old,20
2013,MERCED,09. 17 Years Old,29
2013,MERCED,10. 18 Years Old,58
2013,MERCED,11. 19 Years Old,100
2013,KERN,11. 19 Years Old,22
2013,KERN,07. 15 Years Old,11
2013,KERN,08. 16 Years Old,34
2013,KERN,09. 17 Years Old,49
2013,KERN,10. 18 Years Old,103
2013,KERN,11. 19 Years Old,121
2013,TULARE,08. 16 Years Old,19
2013,TULARE,09. 17 Years Old,40
2013,TULARE,10. 18 Years Old,57
2013,TULARE,11. 19 Years Old,69
2013,TUOLUMNE,11. 19 Years Old,22
2013,FRESNO,07. 15 Years Old,11
2013,FRESNO,08. 16 Years Old,30
2013,FRESNO,09. 17 Years Old,44
2013,FRESNO,10. 18 Years Old,97
2013,FRESNO,11. 19 Years Old,116
2013,TULARE,08. 16 Years Old,12
2013,TULARE,09. 17 Years Old,31
2013,TULARE,10. 18 Years Old,44
2013,TULARE,11. 19 Years Old,69
2013,RIVERSIDE,11. 19 Years Old,11
2013,SAN BERNARDINO,07. 15 Years Old,11
2013,SAN BERNARDINO,08. 16 Years Old,34
2013,SAN BERNARDINO,09. 17 Years Old,42
2013,SAN BERNARDINO,10. 18 Years Old,84
2013,SAN BERNARDINO,11. 19 Years Old,107
2013,SAN BERNARDINO,10. 18 Years Old,12
2013,SAN BERNARDINO,11. 19 Years Old,25
2013,SAN BERNARDINO,08. 16 Years Old,21
2013,SAN BERNARDINO,09. 17 Years Old,58
2013,SAN BERNARDINO,10. 18 Years Old,65
2013,SAN BERNARDINO,11. 19 Years Old,100
2013,RIVERSIDE,09. 17 Years Old,14
2013,RIVERSIDE,10. 18 Years Old,29
2013,RIVERSIDE,11. 19 Years Old,28
2013,RIVERSIDE,08. 16 Years Old,21
2013,RIVERSIDE,09. 17 Years Old,35
2013,RIVERSIDE,10. 18 Years Old,67
2013,RIVERSIDE,11. 19 Years Old,85
2013,SAN BERNARDINO,09. 17 Years Old,15
2013,SAN BERNARDINO,10. 18 Years Old,25
2013,SAN BERNARDINO,11. 19 Years Old,46
2013,RIVERSIDE,09. 17 Years Old,21
2013,RIVERSIDE,10. 18 Years Old,48
2013,RIVERSIDE,11. 19 Years Old,72
2013,SAN BERNARDINO,10. 18 Years Old,13
2013,SAN BERNARDINO,11. 19 Years Old,31
2013,RIVERSIDE,08. 16 Years Old,33
2013,RIVERSIDE,09. 17 Years Old,36
2013,RIVERSIDE,10. 18 Years Old,61
2013,RIVERSIDE,11. 19 Years Old,104
2013,RIVERSIDE,07. 15 Years Old,14
2013,RIVERSIDE,08. 16 Years Old,30
2013,RIVERSIDE,09. 17 Years Old,54
2013,RIVERSIDE,10. 18 Years Old,85
2013,RIVERSIDE,11. 19 Years Old,112
2013,SAN BERNARDINO,08. 16 Years Old,18
2013,SAN BERNARDINO,09. 17 Years Old,39
2013,SAN BERNARDINO,10. 18 Years Old,63
2013,SAN BERNARDINO,11. 19 Years Old,120
2013,RIVERSIDE,10. 18 Years Old,19
2013,RIVERSIDE,11. 19 Years Old,23
2013,RIVERSIDE,10. 18 Years Old,37
2013,RIVERSIDE,11. 19 Years Old,50
2013,RIVERSIDE,11. 19 Years Old,14
2013,SAN BERNARDINO,09. 17 Years Old,18
2013,SAN BERNARDINO,10. 18 Years Old,36
2013,SAN BERNARDINO,11. 19 Years Old,45
2013,RIVERSIDE,11. 19 Years Old,14
2013,SAN BERNARDINO,09. 17 Years Old,11
